#OTUID	taxonomy	confidence
81c31779bbe138fb03d44b84f9ceb9ea	k__Bacteria	0.949136946813673
14e61dbff44d3b6a5689f83f7b934b26	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	0.99999841211403
5d8915a6adb42b947715bb934151f192	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	0.999978639167975
925256417a04add805b64d4efa0e4184	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__	0.999273335511661
0d7716b76261c549b191b07a104f72e9	Unassigned	0.849915469003766
bbe6e5be5deef53659e4f36b042e98b5	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__NS11-12; g__; s__	0.999999946169696
68b2d168c1ef1ebbe86a99c237fce939	Unassigned	0.88328216060197
dc81c3aeb684c73cb9aee528b1e6ba24	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.95800090876523
7be8bed0c2eb7b3d832e8e95fc4d0cc7	k__Bacteria	0.966956000470197
2f909978068a2b4b33148bac51f8fc8f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.999611535482329
f13e09b4030762573a4c9433bc14af05	k__Bacteria	0.948946662069166
e51af8d5df63f2daaad28e0eeafaf35e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999988823415172
5138e571f6318cebc20568f732cea8cd	Unassigned	0.807901594216311
82a93d872aac36711111b5a5e5054c2d	Unassigned	0.831260779434247
4849dee7952f140601ff5f76d8d6b01a	k__Bacteria	0.947319324228402
7dcdc85d5c947d2fbbc8bc5d0a4c3de5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__	0.999667858618872
df86d803afac87db24ad261ad4262dc1	k__Bacteria	0.914500005515023
